wellid,YEAR,AF Pumped
322039110593901,1994,90.0
322039110593901,1995,98.1
322039110593901,1996,132.5
322039110593901,1997,182.3
322039110593901,1998,158.1
322039110593901,1999,182.2
322039110593901,2000,130.6
322039110593901,2001,201.9
322039110593901,2002,170.7
322039110593901,2003,206.4
322039110593901,2004,166.11
322039110593901,2005,77.87
322039110593901,2006,106.2
322039110593901,2007,42.28
322133111013501,1984,20.83
322133111013501,1985,137.0
322133111013501,1986,153.0
322133111013501,1987,166.0
322133111013501,1988,304.0
322133111013501,1989,363.1
322133111013501,1990,164.2
322133111013501,1991,162.66
322133111013501,1992,121.0
322133111013501,1993,173.0
322133111013501,1994,108.0
322133111013501,1995,135.4
322133111013501,1996,231.6
322133111013501,1997,230.2
322133111013501,1998,218.4
322133111013501,1999,249.8
322133111013501,2000,296.2
322133111013501,2001,417.4
322133111013501,2002,424.7
322133111013501,2003,402.5
322133111013501,2004,303.45
322133111013501,2005,153.22
322133111013501,2006,149.42
322133111013501,2007,223.98
322133111013501,2008,278.84
322133111013501,2009,224.83
322133111013501,2010,347.95
322133111013501,2011,132.91
322133111013501,2012,157.5
322133111013501,2013,103.72
322133111013501,2014,143.20999999999998
322133111013501,2015,259.06
322133111013501,2016,317.32
322133111013501,2018,288.02
322133111013501,2019,309.19
322155111010301,1984,42.98
322155111010301,1985,431.0
322155111010301,1986,62.0
322155111010301,1987,96.0
322155111010301,1988,144.9
322155111010301,1989,59.3
322155111010301,1990,174.3
322155111010301,1991,56.1
322155111010301,1992,171.0
322155111010301,1993,653.0
322155111010301,1994,411.0
322155111010301,1995,212.2
322155111010301,1996,236.9
322155111010301,1997,72.7
322155111010301,1998,63.5
322155111010301,1999,227.5
322155111010301,2000,638.5
322155111010301,2001,415.0
322155111010301,2002,682.1
322155111010301,2003,607.4
322155111010301,2004,468.21
322155111010301,2005,103.615
322155111010301,2006,336.33
322155111010301,2007,223.04
322155111010301,2008,165.7
322155111010301,2009,481.23
322155111010301,2010,352.23
322155111010301,2011,497.13
322155111010301,2012,535.36
322155111010301,2013,354.97
322155111010301,2014,583.43
322155111010301,2015,377.06
322155111010301,2016,402.06
322155111010301,2017,383.15
322155111010301,2018,404.75
322155111010301,2019,525.21
322156111004301,1985,3.0
322156111004301,1986,735.0
322156111004301,1987,1058.0
322156111004301,1988,946.0
322156111004301,1989,704.0
322156111004301,1990,621.7
322156111004301,1991,781.77
322156111004301,1992,613.0
322156111004301,1993,240.0
322156111004301,1994,762.0
322156111004301,1995,483.35
322156111004301,1996,662.0
322156111004301,1997,429.9
322156111004301,1998,676.1
322156111004301,1999,810.7
322156111004301,2000,199.0
322156111004301,2001,874.5
322156111004301,2002,950.6
322156111004301,2003,1041.9
322156111004301,2004,875.25
322156111004301,2005,148.86
322156111004301,2006,442.05
322156111004301,2007,798.03
322156111004301,2008,946.54
322156111004301,2009,760.51
322156111004301,2010,403.8
322156111004301,2011,603.23
322156111004301,2012,700.88
322156111004301,2013,522.58
322156111004301,2014,188.59
322156111004301,2015,825.77
322156111004301,2016,779.15
322156111004301,2017,543.77
322156111004301,2018,785.72
322156111004301,2019,722.81
322202110025701,1985,31.0
322202110025701,1986,1.0
322202110025701,1987,2.0
322202110025701,1988,0.32
322202110025701,1989,1.62
322202110025701,1990,1.92
322202110025701,1991,1.8
322202110025701,1992,1.8
322202110025701,1993,1.7
322202110025701,1995,2.0
322202110025701,1997,2.0
322202110025701,1998,2.0
322202110025701,1999,2.0
322202110025701,2000,2.0
322202110025701,2002,2.0
322202110025701,2003,2.0
322202110025701,2004,2.0
322202110025701,2005,2.0
322202110025701,2006,2.0
322202110025701,2008,2.0
322202110025701,2009,2.0
322202110025701,2010,2.0
322202110025701,2011,0.94
322202110025701,2013,2.0
322202110025701,2016,2.0
322202110025701,2017,2.0
322202110025701,2018,2.0
322202111004501,1984,54.25
322202111004501,1985,117.0
322202111004501,1986,302.0
322202111004501,1987,140.0
322202111004501,1988,81.5
322202111004501,1989,294.5
322202111004501,1990,118.5
322202111004501,1991,84.58
322202111004501,1992,87.0
322202111004501,1993,305.0
322202111004501,1994,249.0
322202111004501,1995,251.2
322202111004501,1996,497.0
322202111004501,1997,921.1
322202111004501,1998,400.4
322202111004501,1999,286.5
322202111004501,2000,310.8
322202111004501,2001,138.4
322202111004501,2002,69.9
322202111004501,2003,128.1
322202111004501,2004,24.93
322202111004501,2005,6.17
322202111004501,2006,59.42
322202111004501,2007,2.92
322202111004501,2008,1.1
322202111004501,2009,2.47
322202111004501,2010,1.4
322202111004501,2011,2.67
322202111004501,2012,0.52
322202111004501,2013,0.99
322202111004501,2014,4.01
322202111004501,2015,4.35
322202111004501,2016,3.08
322202111004501,2017,3.44
322202111004501,2018,1.78
322202111004501,2019,1.87
322223111003901,1984,0.6
322223111003901,1985,2.92
322223111003901,1986,1.0150000000000001
322223111003901,1987,1.1800000000000002
322223111003901,1988,1.5899999999999999
322223111003901,1989,2.2649999999999997
322223111003901,1990,2.1399999999999997
322223111003901,1991,1.165
322223111003901,1992,1.565
322223111003901,1993,1.26
322223111003901,1994,1.5
322223111003901,1995,1.5
322223111003901,1996,1.5
322223111003901,1997,2.0
322223111003901,1998,2.0
322223111003901,1999,2.0
322223111003901,2000,2.0
322223111003901,2001,2.0
322223111003901,2002,2.5
322223111003901,2003,2.0
322223111003901,2004,2.0
322223111003901,2005,2.0
322223111003901,2006,2.5
322223111003901,2007,2.0
322223111003901,2008,2.1
322223111003901,2009,2.1
322223111003901,2010,2.3
322223111003901,2011,5.0
322223111003901,2012,2.4
322223111003901,2014,2.3
322223111003901,2015,2.4
322223111003901,2016,2.3
322223111003901,2017,5.0
322250110594401,1985,209.0
322250110594401,1986,205.0
322250110594401,1987,235.0
322250110594401,1988,472.6
322250110594401,1989,361.0
322250110594401,1990,425.9
322250110594401,1991,428.07
322250110594401,1992,375.0
322250110594401,1993,548.0
322250110594401,1994,508.0
322250110594401,1995,669.7
322250110594401,1996,729.2
322250110594401,1997,746.2
322250110594401,1998,845.1
322250110594401,1999,800.5
322250110594401,2000,762.2
322250110594401,2001,840.8
322250110594401,2002,680.9
322250110594401,2003,488.0
322250110594401,2004,382.88
322250110594401,2005,469.04
322250110594401,2006,575.88
322250110594401,2007,559.89
322250110594401,2008,700.05
322250110594401,2009,540.79
322250110594401,2010,359.64
322250110594401,2011,414.12
322250110594401,2012,609.72
322250110594401,2013,623.9
322250110594401,2014,611.15
322250110594401,2015,140.6
322250110594401,2016,596.66
322250110594401,2017,628.27
322250110594401,2018,504.89
322250110594401,2019,360.3
322336111162701,1984,286.0
322336111162701,1985,459.0
322336111162701,1986,795.0
322336111162701,1987,796.0
322336111162701,1988,1100.0
322336111162701,1989,885.0
322336111162701,1990,852.0
322336111162701,1991,1266.79
322336111162701,1992,954.82
322336111162701,1993,1070.75
322336111162701,1994,1320.03
322336111162701,1995,847.0
322336111162701,1996,1184.8
322336111162701,1997,1008.1
322336111162701,1998,922.99
322336111162701,1999,1107.55
322336111162701,2000,537.92
322336111162701,2001,819.59
322336111162701,2007,357.69
322336111162701,2008,162.18
322336111162701,2009,268.44
322336111162701,2011,728.15
322336111162701,2012,540.0
322336111162701,2013,924.0
322336111162701,2014,658.0
322336111162701,2015,732.0
322336111162701,2016,461.17
322336111162701,2017,883.29
322336111162701,2018,911.03
322342111161001,1985,726.0
322342111161001,1986,903.0
322342111161001,1987,896.0
322342111161001,1988,1463.0
322342111161001,1989,1146.0
322342111161001,1990,901.0
322342111161001,1991,1277.6
322342111161001,1992,883.19
322342111161001,1993,882.79
322342111161001,1994,914.97
322342111161001,1995,404.23
322342111161001,1996,1039.32
322342111161001,1997,860.49
322342111161001,1998,722.2
322342111161001,1999,890.06
322342111161001,2000,848.79
322342111161001,2001,904.27
322342111161001,2002,517.72
322342111161001,2003,900.75
322342111161001,2004,521.13
322342111161001,2005,439.59
322342111161001,2006,303.11
322342111161001,2007,837.1
322342111161001,2008,742.77
322342111161001,2009,806.96
322342111161001,2010,958.03
322342111161001,2011,1659.5
322342111161001,2012,776.0
322342111161001,2013,1399.0
322342111161001,2014,1199.0
322342111161001,2015,1160.0
322342111161001,2016,1383.0
322342111161001,2017,1266.91
322342111161001,2018,65.0
322429111164501,1984,111.0
322429111164501,1986,397.0
322429111164501,1987,555.0
322429111164501,1988,816.0
322429111164501,1991,795.45
322429111164501,1992,636.36
322429111164501,1993,907.71
322429111164501,1994,962.28
322429111164501,1995,336.43
322429111164501,1996,287.21
322429111164501,1997,886.63
322429111164501,1998,523.76
322429111164501,2000,343.94
322429111164501,2001,293.0
322429111164501,2007,688.8
322440111080301,1985,5.0
322440111080301,1986,5.0
322440111080301,1987,0.31
322440111080301,1988,0.46
322440111080301,1989,0.6
322440111080301,1990,3.07
322440111080301,1991,3.0
322440111080301,1992,5.98
322440111080301,1993,17.4
322440111080301,1994,7.75
322440111080301,1995,9.97
322440111080301,1996,7.3
322440111080301,1997,6.0
322440111080301,1998,5.0
322440111080301,1999,4.52
322440111080301,2001,15.86
322440111080301,2002,9.94
322440111080301,2003,9.9
322440111080301,2004,10.9
322714111120901,1984,34.0
322714111120901,1985,42.1
322714111120901,1986,74.9
322714111120901,1987,74.51
322714111120901,1988,58.79
322714111120901,1989,62.56
322714111120901,1990,28.47
322714111120901,1991,75.23
322714111120901,1992,26.86
322714111120901,1993,116.0
322714111120901,1994,120.0
322714111120901,1995,122.5
322714111120901,1996,99.7
322714111120901,1997,115.9
322714111120901,1999,97.0
322714111120901,2000,99.6
322714111120901,2001,95.8
322714111120901,2002,40.1
322714111120901,2003,39.1
322714111120901,2004,72.6
322714111120901,2005,56.67
322714111120901,2006,48.01
322714111120901,2007,15.91
322714111120901,2008,28.78
322714111120901,2009,23.09
322714111120901,2010,66.37
322714111120901,2011,124.29
322714111120901,2012,83.25
322714111120901,2013,63.58
322714111120901,2014,66.33
322714111120901,2015,53.5
322714111120901,2016,48.06
322714111120901,2017,75.98
322714111120901,2018,68.0
322714111120901,2019,33.518
322805111140201,2000,533.22
322805111140201,2001,477.36
322805111140201,2002,669.605
322805111140201,2003,888.135
322805111140201,2004,861.72
322805111140201,2005,174.81
322847111174301,1984,209.04
322847111174301,1985,118.11
322847111174301,1986,118.8
322847111174301,1987,65.91
322847111174301,1988,51.0
322847111174301,1991,48.11
322847111174301,1992,35.29
322847111174301,1993,46.19
322847111174301,1994,49.57
322847111174301,1995,52.21
322847111174301,1996,51.51
322847111174301,1997,47.18
322847111174301,2002,131.6
322847111174301,2003,114.24
322847111174301,2004,88.1
322847111174301,2005,123.59
322847111174301,2006,94.2
322847111174301,2007,130.8
322847111174301,2008,138.57399999999998
322847111174301,2009,82.88
322847111174301,2010,119.875
322847111174301,2011,125.22
322847111174301,2012,157.83
322847111174301,2013,152.9
322847111174301,2014,151.65
322847111174301,2015,146.48
322847111174301,2016,47.25
322847111174301,2017,2.44
322847111174301,2019,19.1
322852111202101,1984,319.7
322852111202101,1985,258.0
322852111202101,1986,436.0
322852111202101,1987,569.0
322852111202101,1988,560.0
322852111202101,1989,893.0
322852111202101,1990,593.0
322852111202101,1991,704.59
322852111202101,1992,637.51
322852111202101,1993,389.5
322852111202101,1994,750.09
322852111202101,1995,1046.96
322852111202101,1996,684.33
322852111202101,1997,540.12
322852111202101,1998,507.918
322852111202101,1999,494.194
322852111202101,2000,480.74
322852111202101,2001,476.89
322852111202101,2002,903.14
322852111202101,2003,552.48
322852111202101,2004,1255.75
322852111202101,2005,908.09
322852111202101,2006,542.42
322852111202101,2007,518.76
322852111202101,2008,995.64
322852111202101,2009,783.01
322852111202101,2010,802.0
322852111202101,2011,631.71
322852111202101,2012,754.88
322852111202101,2013,1074.02
322852111202101,2014,1003.65
322852111202101,2015,924.64
322852111202101,2016,763.36
322852111202101,2017,1074.81
322852111202101,2018,818.89
322852111202101,2019,1469.96
322945111191801,1984,4.359999999999999
322945111191801,1985,19.3
322945111191801,1986,1.0
322945111191801,1987,1.15
322945111191801,1988,1.0
322945111191801,1989,0.8
323442111392101,1985,634.52
323442111392101,1986,801.86
323442111392101,1987,1047.95
323442111392101,1988,695.29
323442111392101,1989,513.63
323442111392101,1990,349.19
323442111392101,1991,446.14
323442111392101,1992,17.6
323442111392101,1993,1.89
323442111392101,1994,19.07
323442111392101,1995,130.99
323442111392101,1996,247.0
323442111392101,1997,302.0
323442111392101,1998,403.0
323442111392101,1999,583.8
323442111392101,2000,340.12
323442111392101,2001,259.84
323442111392101,2002,462.03
323442111392101,2003,312.51
323442111392101,2004,347.33
323442111392101,2005,161.04
323442111392101,2006,219.25
323442111392101,2007,226.43
323442111392101,2008,266.63
323442111392101,2009,306.89
323442111392101,2010,240.07
323442111392101,2011,544.42
323442111392101,2012,331.79
323442111392101,2013,346.61
323442111392101,2014,329.77
323442111392101,2015,393.55
323442111392101,2016,373.92
323442111392101,2017,502.04
323442111392101,2018,390.19
323442111392101,2019,379.17
323541111330501,1987,546.65
323556111281601,1984,1260.16
323556111281601,1985,755.0
323556111281601,1986,584.2
323556111281601,1987,513.6
323556111281601,1988,474.09
323556111281601,1989,803.52
323556111281601,1990,839.17
323556111281601,1991,970.4
323556111281601,1992,1027.91
323556111281601,1993,31.29
323556111281601,1994,46.95
323556111281601,1995,1377.98
323556111281601,1996,1295.0
323556111281601,1997,843.0
323556111281601,1998,285.0
323556111281601,1999,453.25
323556111281601,2000,378.19
323556111281601,2001,644.3
323556111281601,2002,494.42
323556111281601,2003,623.72
323556111281601,2004,176.66
323556111281601,2005,17.8
323556111281601,2006,56.62
323556111281601,2007,88.66
323556111281601,2008,2.14
323556111281601,2012,647.82
323556111281601,2013,1219.54
323556111281601,2014,988.56
323556111281601,2015,1344.41
323556111281601,2016,1216.24
323556111281601,2017,1209.16
323556111281601,2018,1010.76
323556111281601,2019,873.26
323943111330801,1984,189.0
323943111330801,1985,274.0
323943111330801,1986,458.8
323943111330801,1987,548.9
323943111330801,1988,575.0
323943111330801,1989,537.0
324005111371101,1984,87.0
324005111371101,1985,36.0
324314111285501,1984,541.42
324314111285501,1985,909.4
324314111285501,1986,496.77
324314111285501,1987,519.83
324314111285501,1988,459.06
324314111285501,1989,613.95
324314111285501,1990,1226.58
324314111285501,1991,1508.18
324314111285501,1992,373.97
324314111285501,1993,1.73
324314111285501,1994,1001.49
324314111285501,1995,796.11
324314111285501,1996,1856.0
324314111285501,1997,1112.0
324314111285501,1998,1832.0
324314111285501,1999,1799.22
324314111285501,2000,1647.04
324314111285501,2001,1113.88
324314111285501,2002,1276.12
324314111285501,2003,1361.36
324314111285501,2004,1191.46
324314111285501,2005,1082.04
324314111285501,2006,1268.25
324314111285501,2007,1505.57
324314111285501,2008,1733.67
324314111285501,2009,1650.4
324314111285501,2010,1518.84
324314111285501,2011,1620.8
324314111285501,2012,1466.95
324314111285501,2013,1639.64
324314111285501,2014,1369.47
324314111285501,2015,1836.8
324314111285501,2016,1423.98
324314111285501,2017,1312.22
324314111285501,2018,1509.82
324314111285501,2019,1437.82
324405111302501,1984,633.64
324405111302501,1985,588.22
324405111302501,1986,537.21
324405111302501,1987,701.0
324405111302501,1988,717.27
324405111302501,1989,103.0
324405111302501,1990,1251.52
324405111302501,1991,1377.2
324405111302501,1992,395.72
324405111302501,1993,51.27
324405111302501,1994,490.21
324405111302501,1995,868.41
324405111302501,1996,1822.0
324405111302501,1997,876.0
324405111302501,1998,1288.0
324405111302501,1999,1499.9
324405111302501,2000,1108.86
324405111302501,2001,1131.35
324405111302501,2002,1279.87
324405111302501,2003,1455.83
324405111302501,2004,1114.17
324405111302501,2005,506.32
324405111302501,2006,819.76
324405111302501,2007,806.61
324405111302501,2008,1593.11
324405111302501,2009,1278.2
324405111302501,2010,1167.89
324405111302501,2011,1475.48
324405111302501,2012,1184.23
324405111302501,2013,1413.53
324405111302501,2014,860.8
324405111302501,2015,1004.84
324405111302501,2016,729.2
324405111302501,2017,762.04
324405111302501,2018,921.18
324405111302501,2019,828.9
324418111404901,1984,1010.89
324418111404901,1985,569.7
324418111404901,1986,349.1
324418111404901,1987,372.13
324418111404901,1988,459.29
324418111404901,1989,342.03
324418111404901,1990,372.89
324418111404901,1991,561.43
324418111404901,1992,446.48
324418111404901,1993,599.45
324418111404901,1994,536.39
324418111404901,1995,613.78
324418111404901,1996,678.25
324418111404901,1997,615.2
324418111404901,1998,470.03
324418111404901,1999,607.91
324418111404901,2000,543.06
324418111404901,2001,565.09
324418111404901,2002,579.0
324418111404901,2003,452.0
324418111404901,2004,479.29
324418111404901,2005,465.52
324418111404901,2006,497.0
324418111404901,2007,517.73
324418111404901,2008,135.66666666666666
324418111404901,2009,68.5
324418111404901,2010,80.7625
324418111404901,2011,162.0
324418111404901,2012,108.0
324418111404901,2013,108.0
324418111404901,2014,159.84
324418111404901,2015,247.75
324418111404901,2016,331.3
324418111404901,2017,349.0
324418111404901,2018,319.71
324418111404901,2019,323.18
324432111265201,1984,1752.0
324432111265201,1985,1366.0
324432111265201,1986,1621.3
324432111265201,1987,2052.8
324432111265201,1988,1735.87
324432111265201,1989,613.82
324432111265201,1992,43.32
324432111265201,1994,254.16
324432111265201,1997,9.0
324432111265201,1998,88.0
324432111265201,1999,20.63
324432111265201,2001,83.07
324432111265201,2003,6.39
324432111265201,2004,8.32
324432111265201,2007,6.33
324432111265201,2011,119.9
324432111265201,2012,160.82
324432111265201,2013,161.85
324432111265201,2014,777.54
324432111265201,2015,695.45
324432111265201,2016,625.32
324432111265201,2017,618.71
324432111265201,2018,972.01
324432111265201,2019,824.31
324842111582001,1984,71.2
324842111582001,1985,51.6
324842111582001,1986,14.956666666666665
324842111582001,1988,363.87
324842111582001,1989,305.2
324853111513801,1994,26.99
324853111513801,1996,21.82
325112111401701,1984,38.1
325112111401701,1986,28.12
325112111401701,1987,333.24
325112111401701,1988,310.88
325112111401701,1989,263.35
325112111401701,1990,305.72
325112111401701,1991,250.72
325112111401701,1992,212.61
325112111401701,1993,196.02
325112111401701,1994,310.05
325112111401701,1995,452.27
325112111401701,1996,438.22
325112111401701,1997,372.4
325112111401701,2000,270.0
325112111401701,2001,278.0
325248111421901,1985,0.76
325248111421901,1988,17.89
325248111421901,1989,4.41
325248111421901,1990,1.87
325248111421901,1991,97.62
325248111421901,1995,75.94
325248111421901,1996,2.65
325248111421901,1997,0.48
325248111421901,2007,397.5
325248111421901,2008,420.0
325248111421901,2009,731.92
325248111421901,2010,589.12
325248111421901,2011,688.58
325248111421901,2012,625.31
325248111421901,2013,402.22
325248111421901,2014,626.99
325248111421901,2015,210.4333333333333
325248111421901,2016,181.2925
325248111421901,2017,146.32500000000002
325248111421901,2018,167.7525
325248111421901,2019,287.055
325316111412701,1984,397.91
325316111412701,1985,301.3
325316111412701,1986,250.3
325316111412701,1987,289.2
325316111412701,1988,411.91
325316111412701,1989,241.08
325316111412701,1990,284.6
325316111412701,1991,203.99
325316111412701,1992,281.77
325316111412701,1993,91.2
325316111412701,1994,143.71
325316111412701,1995,188.09
325316111412701,1996,235.52
325316111412701,1997,220.37
325316111412701,1998,189.0
325316111412701,1999,238.0
325316111412701,2000,182.0
325316111412701,2001,133.0
325316111412701,2002,76.19
325316111412701,2003,690.0
325316111412701,2004,64.0
325316111412701,2005,66.0
325316111412701,2006,171.0
325316111412701,2007,191.0
325316111412701,2008,177.0
325316111412701,2009,206.0
325316111412701,2010,439.0
325316111412701,2011,564.0
325316111412701,2012,252.0
325316111412701,2013,201.0
325316111412701,2014,205.0
325316111412701,2015,64.0
325316111412701,2016,261.01
325316111412701,2017,381.0
325316111412701,2018,154.0
325316111412701,2019,181.0
325329112405301,2007,500.0
325329112405301,2009,9.67
325329112405301,2010,241.28
325329112405301,2011,432.203
325329112405301,2012,200.0
325329112405301,2013,220.14
325329112405301,2014,330.0
325329112405301,2015,169.7
325329112405301,2016,209.86
325329112405301,2017,229.565
325329112405301,2018,258.6
325329112405301,2019,162.40200000000004
325409111432001,1984,619.0
325409111432001,1985,546.0
325409111432001,1986,658.0
325409111432001,1987,617.74
325409111432001,1988,640.0
325409111432001,1989,645.0
325409111432001,1990,628.0
325409111432001,1991,532.0
325409111432001,1992,402.0
325409111432001,1993,548.0
325409111432001,1994,412.0
325409111432001,1995,683.0
325409111432001,1996,899.0
325409111432001,1997,1186.63
325409111432001,1998,1338.0
325409111432001,1999,1131.0
325409111432001,2000,865.0
325409111432001,2001,744.0
325409111432001,2002,530.0
325409111432001,2003,524.0
325409111432001,2004,529.0
325409111432001,2005,570.0
325409111432001,2006,189.0
325508112035501,1984,663.0
325508112035501,1985,712.46
325508112035501,1986,760.02
325508112035501,1987,684.64
325508112035501,1988,480.69
325508112035501,2015,217.96
325508112035501,2016,135.0
325508112035501,2017,1470.26
325508112035501,2018,1193.02
325508112035501,2019,1123.13
325509111405501,1984,5.0
325509111405501,1985,0.91
325509111405501,1986,6.16
325509111405501,1987,11.8
325509111405501,1988,13.47
325509111405501,1989,0.63
325509111405501,1990,0.64
325509111405501,1991,0.91
325509111405501,1992,1.97
325509111405501,1993,0.78
325509111405501,1994,0.91
325509111405501,1995,0.75
325509111405501,1996,1.19
325509111405501,1997,1.28
325509111405501,1998,0.69
325509111405501,2000,0.92
325509111405501,2001,60.88
325509111405501,2002,73.57
325509111405501,2003,57.69
325509111405501,2004,47.82
325509111405501,2005,49.89
325509111405501,2007,166.41
325509111405501,2008,52.51
325509111405501,2009,79.79
325509111405501,2010,75.56
325509111405501,2011,69.51
325509111405501,2012,37.47
325509111405501,2013,37.47
325509111405501,2014,32.52
325509111405501,2015,46.39
325509111405501,2016,55.57
325509111405501,2017,7.69
325509111405501,2018,0.73
325509111405501,2019,692.1289999999998
330119111323001,2008,67.0
330119111323001,2009,65.0
330119111323001,2010,71.0
330119111323001,2011,54.35
330119111323001,2012,80.98
330119111323001,2013,60.67
330119111323001,2014,55.1
330119111323001,2015,90.105
330119111323001,2017,417.2
330119111323001,2018,392.4
330119111323001,2019,409.66
330315111225001,1988,208.79
330315111225001,1992,151.32
330315111225001,1993,170.35
330315111225001,1994,171.0
330315111225001,1995,227.0
330315111225001,1997,263.0
330315111225001,1998,279.0
330315111225001,1999,715.56
330315111225001,2000,353.0
330315111225001,2001,583.04
330315111225001,2008,11.64
330315111225001,2019,220.0
330424111594601,1984,292.0
330424111594601,1985,542.0
330424111594601,1986,481.0
330424111594601,1987,906.3
330424111594601,1988,699.86
330424111594601,1989,728.13
330424111594601,1990,966.47
330424111594601,1991,1042.84
330424111594601,1992,323.3
330424111594601,1993,321.0
330424111594601,1994,892.96
330424111594601,1995,1058.19
330424111594601,1996,1074.77
330424111594601,1997,1177.09
330424111594601,1998,1268.41
330424111594601,1999,1499.58
330424111594601,2000,795.64
330424111594601,2001,220.01
330424111594601,2002,717.43
330424111594601,2003,461.19
330424111594601,2004,3.13
330424111594601,2005,240.0
330424111594601,2006,119.5
330424111594601,2007,250.0
330753111241901,1984,1114.0
330753111241901,1985,1419.03
330753111241901,1986,648.5
330753111241901,1987,1120.0
330753111241901,1988,736.86
330753111241901,2014,383.24
330753111241901,2015,328.24
330753111241901,2016,198.7
330753111241901,2017,159.09
330753111241901,2018,149.1
330753111241901,2019,140.8
330846111302801,1984,614.0
330846111302801,1985,937.7
330846111302801,1986,619.0
330846111302801,1988,264.3
330846111302801,1989,709.1
330846111302801,1990,514.3
330846111302801,1991,907.8
330846111302801,2017,158.02
330846111302801,2018,58.0
330846111302801,2019,190.88
330916111262001,1984,564.0
330916111262001,1985,554.31
330916111262001,1986,456.17
330916111262001,1987,148.31
330916111262001,1988,166.22
330916111262001,1989,615.77
330916111262001,1991,156.0
330916111262001,1999,6.63
330916111262001,2004,17.831
330916111262001,2017,49.75
330916111262001,2018,99.0
330916111262001,2019,102.0
331001111315801,1984,1173.3
331001111315801,1985,593.4
331001111315801,1986,107.41
331001111315801,1987,355.41
331001111315801,1988,423.7
331001111315801,1989,714.1
331001111315801,1990,535.9
331001111315801,1991,587.87
331037111324201,1984,55.49
331037111324201,1985,202.76
331037111324201,1986,352.63
331037111324201,1987,186.46
331037111324201,1990,23.57
331037111324201,1991,16.89
331037111324201,1992,16.81
331037111324201,1993,18.48
331037111324201,1994,152.37
331219111322901,1984,904.72
331219111322901,1985,659.41
331219111322901,1986,922.23
331245111314201,1984,1198.56
331245111314201,1985,1001.92
331245111314201,1990,782.25
331245111314201,1991,729.64
331245111314201,1994,38.4
331245111314201,1995,86.74
331245111314201,2003,27.09
331245111314201,2009,56.91
331303111304201,1984,101.93
331303111304201,1986,76.0
331303111304201,1987,159.0
331303111304201,1988,267.0
331303111304201,1989,356.0
331303111304201,1990,238.0
331303111304201,1991,96.82
331303111304201,1992,26.01
331303111304201,1996,237.8
331303111304201,1997,140.12
331303111304201,1998,63.07
331303111304201,2000,1.44
331303111304201,2005,0.8
331303111304201,2006,167.5
331303111304201,2007,232.07
